3, 25, 8, 1.0, all universal, 6.045973715821765
3, 25, 8, 1.0, all universal, 6.258038693692424
3, 25, 8, 1.0, all universal, 9.543005338325338
3, 25, 8, 1.0, all universal, 11.561267257870528
3, 25, 8, 1.0, all universal, 6.622206632542875
3, 50, 8, 1.0, all universal, 7.1426894737504085
3, 50, 8, 1.0, all universal, 8.03489089541094
3, 50, 8, 1.0, all universal, 7.6531582432233325
3, 50, 8, 1.0, all universal, 6720.223040744555
3, 50, 8, 1.0, all universal, 7.629902722163332
3, 100, 8, 1.0, all universal, 33.51486136308599
3, 100, 8, 1.0, all universal, 32.982923364998605
3, 100, 8, 1.0, all universal, 10.055948509726761
3, 100, 8, 1.0, all universal, 7.08106165441137
3, 100, 8, 1.0, all universal, 107380.75165190341
