4, 25, 8, 1.0, all clifford, 30.37119999999914
4, 25, 8, 1.0, all clifford, 124.0159999999959
4, 25, 8, 1.0, all clifford, 18.46879999999954
4, 25, 8, 1.0, all clifford, 6872063.452799713
4, 25, 8, 1.0, all clifford, 17.57919999999954
4, 50, 8, 1.0, all clifford, 20.57199999999953
4, 50, 8, 1.0, all clifford, 78.14119999999775
4, 50, 8, 1.0, all clifford, 23.00239999999947
4, 50, 8, 1.0, all clifford, 78.05199999999786
4, 50, 8, 1.0, all clifford, 27.325199999999324
4, 100, 8, 1.0, all clifford, 1702.1490999999494
4, 100, 8, 1.0, all clifford, 31.217699999999265
4, 100, 8, 1.0, all clifford, 1726.7699999999759
4, 100, 8, 1.0, all clifford, 1722.8107999999481
4, 100, 8, 1.0, all clifford, 130.87109999999507
