3, 25, 8, 1.0, all universal, 6.64699204420899
3, 25, 8, 1.0, all universal, 6.935255437505701
3, 25, 8, 1.0, all universal, 7.223933016810778
3, 25, 8, 1.0, all universal, 5.161600800728508
3, 25, 8, 1.0, all universal, 6.000664299887332
3, 50, 8, 1.0, all universal, 5.750651743032085
3, 50, 8, 1.0, all universal, 15.45134389744557
3, 50, 8, 1.0, all universal, 7.445716794546875
3, 50, 8, 1.0, all universal, 7.463016670112725
3, 50, 8, 1.0, all universal, 7.764359092292839
3, 100, 8, 1.0, all universal, 17.054193440800628
3, 100, 8, 1.0, all universal, 14.660235628756304
3, 100, 8, 1.0, all universal, 33.64366354885462
3, 100, 8, 1.0, all universal, 6.355455331953594
3, 100, 8, 1.0, all universal, 5.979103088422564
