3, 25, 8, 10.0, all clifford, 4.673599999998956, 3333.344702243805
3, 25, 8, 10.0, all clifford, 6.929599999998417, 2870.447270154953
3, 25, 8, 10.0, all clifford, 5.6495999999987045, 3487.973379611969
3, 25, 8, 10.0, all clifford, 5.750399999998654, 3098.5378494262695
3, 25, 8, 10.0, all clifford, 5.563199999998746, 3362.946197748184
3, 25, 8, 10.0, all clifford, 5.646399999998744, 3290.6961500644684
3, 25, 8, 10.0, all clifford, 4.8127999999989015, 2803.245101928711
3, 25, 8, 10.0, all clifford, 5.135999999998835, 2739.4754717350006
3, 25, 8, 10.0, all clifford, 6.011199999998613, 3452.763326883316
3, 25, 8, 10.0, all clifford, 4.841599999998917, 3050.9995725154877
3, 25, 8, 10.0, all clifford, 4.3135999999990355, 5655.019847393036
3, 50, 8, 10.0, all clifford, 5.918799999998731, 11216.11787199974
3, 50, 8, 10.0, all clifford, 5.554399999998798, 11292.680139303207
3, 50, 8, 10.0, all clifford, 5.504799999998817, 12097.695795059204
3, 50, 8, 10.0, all clifford, 5.121199999998919, 11430.377963781357
3, 50, 8, 10.0, all clifford, 5.171999999998893, 11860.085714817047
3, 50, 8, 10.0, all clifford, 5.020399999998925, 18177.15689945221
3, 50, 8, 10.0, all clifford, 5.636399999998798, 12338.473680019379
3, 50, 8, 10.0, all clifford, 5.9767999999987405, 12089.958285093307
3, 50, 8, 10.0, all clifford, 6.828399999998516, 11729.422999858856
3, 50, 8, 10.0, all clifford, 4.91119999999895, 12280.467683792114
3, 50, 8, 10.0, all clifford, 5.1267999999988945, 13060.488842010498
