3, 25, 8, 1.0, all clifford, 2362242.124799953, 7.80994176864624
3, 25, 8, 1.0, all clifford, 671094.7375999887, 6.886780738830566
3, 25, 8, 1.0, all clifford, 2362237.004799949, 8.178660869598389
3, 25, 8, 1.0, all clifford, 110595415.58079985, 8.242738008499146
3, 25, 8, 1.0, all clifford, 4053380.9023998915, 6.196533679962158
3, 25, 8, 1.0, all clifford, 671101.7295999893, 7.182451963424683
3, 25, 8, 1.0, all clifford, 2335394.4975999845, 6.480679512023926
3, 25, 8, 1.0, all clifford, 2335394.220799968, 6.5045270919799805
3, 25, 8, 1.0, all clifford, 671097.4143999891, 6.530699014663696
3, 25, 8, 1.0, all clifford, 110595414.5871981, 7.185073137283325
3, 25, 8, 1.0, all clifford, 2362238.252799954, 6.7072978019714355
3, 50, 8, 1.0, all clifford, 751626.1867999934, 21.98322343826294
3, 50, 8, 1.0, all clifford, 1181124.5747999845, 22.52641010284424
3, 50, 8, 1.0, all clifford, 758337.4559999895, 27.269028425216675
3, 50, 8, 1.0, all clifford, 28239431.306399543, 19.986880779266357
3, 50, 8, 1.0, all clifford, 758335.9787999813, 21.652429819107056
3, 50, 8, 1.0, all clifford, 28239418.39359984, 23.918970346450806
3, 50, 8, 1.0, all clifford, 1181122.292399981, 30.665380239486694
3, 50, 8, 1.0, all clifford, 751625.8351999855, 22.273367404937744
3, 50, 8, 1.0, all clifford, 335550.3247999946, 20.265857219696045
3, 50, 8, 1.0, all clifford, 1181122.381199982, 19.142855882644653
3, 50, 8, 1.0, all clifford, 1174415.4071999772, 20.312086820602417
3, 100, 8, 1.0, all clifford, 379172.2562999949, 85.57811546325684
3, 100, 8, 1.0, all clifford, 273475.0356999951, 102.24303913116455
3, 100, 8, 1.0, all clifford, 7355139.583499966, 95.38791131973267
3, 100, 8, 1.0, all clifford, 588888.5765999901, 88.33676600456238
3, 100, 8, 1.0, all clifford, 440182146.5991979, 80.04042935371399
