3, 25, 8, 1.0, all clifford, 20.817599999999736
3, 25, 8, 1.0, all clifford, 12.45439999999974
3, 25, 8, 1.0, all clifford, 6.983999999999873
3, 25, 8, 1.0, all clifford, 11.463999999999785
3, 25, 8, 1.0, all clifford, 12.782399999999752
3, 25, 8, 1.0, all clifford, 6.535999999999878
3, 25, 8, 1.0, all clifford, 5.3759999999999035
3, 25, 8, 1.0, all clifford, 430.99839999998574
3, 25, 8, 1.0, all clifford, 6.449599999999895
3, 25, 8, 1.0, all clifford, 6.441599999999882
3, 25, 8, 1.0, all clifford, 6.574399999999886
3, 50, 8, 1.0, all clifford, 5.21079999999992
3, 50, 8, 1.0, all clifford, 7.108799999999889
3, 50, 8, 1.0, all clifford, 111.15199999999767
3, 50, 8, 1.0, all clifford, 7.5011999999998835
3, 50, 8, 1.0, all clifford, 110.39759999999781
3, 50, 8, 1.0, all clifford, 7.381199999999869
3, 50, 8, 1.0, all clifford, 112.89839999999674
3, 50, 8, 1.0, all clifford, 5.175599999999915
3, 50, 8, 1.0, all clifford, 4.872399999999923
3, 50, 8, 1.0, all clifford, 7.61399999999987
3, 50, 8, 1.0, all clifford, 110.4855999999968
3, 100, 8, 1.0, all clifford, 6.606799999999924
3, 100, 8, 1.0, all clifford, 7.705399999999923
3, 100, 8, 1.0, all clifford, 5.942099999999954
3, 100, 8, 1.0, all clifford, 216.60849999999553
3, 100, 8, 1.0, all clifford, 6.472599999999943
